0,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,2.7,0.75,1,0.15,0.8,2.7,0.95,1.75,56.847,56.568,56.559,56.602,56.588,56.613,56.603,56.581,27,7.5,10,1.5,8,27,9.5,17.5,1534.9,424.26,565.59,84.903,452.7,1528.5,537.73,990.17,153.49,42.426,56.559,8.4903,45.27,152.85,53.773,99.017,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5400,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6600,1.7912,0.3,0.8532,0.15,0.488,1.7912,0.638,1.1532,53.52,53.393,53.379,53.404,53.399,53.41,53.405,53.395,17.912,3,8.532,1.5,4.88,17.912,6.38,11.532,958.64,160.18,455.43,80.107,260.59,956.68,340.72,615.76,95.864,16.018,45.543,8.0107,26.059,95.668,34.072,61.576,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,1.3317,0.3,0.725,-9.0537e-19,0.306,1.3317,0.30671,1.025,49.754,49.676,49.666,49.689,49.687,49.69,49.689,49.679,13.317,3,7.25,-9.0537e-18,3.06,13.317,3.0671,10.25,662.58,149.03,360.08,-4.4987e-16,152.04,661.73,152.4,509.21,66.258,14.903,36.008,-4.4987e-17,15.204,66.173,15.24,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7800,1.3306,0.3,0.725,-0.00048288,0.306,1.3306,0.30556,1.025,49.754,49.677,49.667,49.69,49.687,49.691,49.69,49.679,13.306,3,7.25,-0.0048288,3.06,13.306,3.0556,10.25,662.01,149.03,360.09,-0.23995,152.04,661.17,151.83,509.21,66.201,14.903,36.009,-0.023995,15.204,66.117,15.183,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,1.331,0.3,0.725,-8.9823e-11,0.306,1.331,0.306,1.025,49.754,49.677,49.667,49.69,49.687,49.691,49.69,49.679,13.31,3,7.25,-8.9823e-10,3.06,13.31,3.06,10.25,662.23,149.03,360.08,-4.4633e-08,152.04,661.39,152.05,509.21,66.223,14.903,36.008,-4.4633e-09,15.204,66.139,15.205,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9000,1.3309,0.3,0.725,-4.1323e-11,0.306,1.3309,0.30595,1.025,49.754,49.677,49.667,49.69,49.687,49.691,49.69,49.679,13.309,3,7.25,-4.1323e-10,3.06,13.309,3.0595,10.25,662.2,149.03,360.08,-2.0533e-08,152.04,661.36,152.02,509.21,66.22,14.903,36.008,-2.0533e-09,15.204,66.136,15.202,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9600,1.3308,0.3,0.725,-1.901e-11,0.306,1.3308,0.30578,1.025,49.754,49.677,49.667,49.69,49.687,49.691,49.69,49.679,13.308,3,7.25,-1.901e-10,3.06,13.308,3.0578,10.25,662.12,149.03,360.09,-9.4461e-09,152.04,661.28,151.94,509.21,66.212,14.903,36.009,-9.4461e-10,15.204,66.128,15.194,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10200,1.3311,0.3,0.725,-8.7455e-12,0.306,1.3311,0.30608,1.025,49.754,49.677,49.667,49.69,49.687,49.691,49.69,49.679,13.311,3,7.25,-8.7455e-11,3.06,13.311,3.0608,10.25,662.27,149.03,360.08,-4.3456e-09,152.04,661.43,152.09,509.21,66.227,14.903,36.008,-4.3456e-10,15.204,66.143,15.209,50.921,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10800,1.1556,0.3,0.6344,-3.6518e-29,0.221,1.1556,0.22123,0.9344,46.581,46.52,46.513,46.531,46.53,46.532,46.531,46.522,11.556,3,6.344,-3.6518e-28,2.21,11.556,2.2123,9.344,538.3,139.56,295.08,-1.6992e-26,102.83,537.74,102.94,434.7,53.83,13.956,29.508,-1.6992e-27,10.283,53.774,10.294,43.47,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11400,1.1557,0.3,0.6344,0.00048288,0.221,1.1557,0.22132,0.9344,46.581,46.52,46.513,46.531,46.53,46.532,46.531,46.522,11.557,3,6.344,0.0048288,2.21,11.557,2.2132,9.344,538.34,139.56,295.08,0.22469,102.83,537.78,102.98,434.7,53.834,13.956,29.508,0.022469,10.283,53.778,10.298,43.47,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,1.1554,0.3,0.6344,8.9824e-11,0.221,1.1554,0.221,0.9344,46.581,46.52,46.513,46.532,46.53,46.532,46.532,46.522,11.554,3,6.344,8.9824e-10,2.21,11.554,2.21,9.344,538.2,139.56,295.08,4.1796e-08,102.83,537.63,102.83,434.71,53.82,13.956,29.508,4.1796e-09,10.283,53.763,10.283,43.471,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12600,1.1555,0.3,0.6344,9.1184e-05,0.221,1.1555,0.22114,0.9344,46.581,46.52,46.513,46.531,46.53,46.532,46.531,46.522,11.555,3,6.344,0.00091184,2.21,11.555,2.2114,9.344,538.26,139.56,295.08,0.042429,102.83,537.7,102.9,434.7,53.826,13.956,29.508,0.0042429,10.283,53.77,10.29,43.47,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13200,1.1554,0.3,0.6344,-1.8293e-11,0.221,1.1554,0.221,0.9344,46.581,46.52,46.513,46.532,46.53,46.532,46.532,46.522,11.554,3,6.344,-1.8293e-10,2.21,11.554,2.21,9.344,538.2,139.56,295.08,-8.5121e-09,102.83,537.63,102.83,434.71,53.82,13.956,29.508,-8.5121e-10,10.283,53.763,10.283,43.471,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13800,1.1555,0.3,0.6344,-8.4156e-12,0.221,1.1555,0.22108,0.9344,46.581,46.52,46.513,46.531,46.53,46.532,46.531,46.522,11.555,3,6.344,-8.4156e-11,2.21,11.555,2.2108,9.344,538.23,139.56,295.08,-3.9159e-09,102.83,537.67,102.87,434.7,53.823,13.956,29.508,-3.9159e-10,10.283,53.767,10.287,43.47,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14400,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15600,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16200,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16800,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17400,2.3,0.75,0.6,0.75,0.2,2.3,0.95,1.35,43.323,43.117,43.121,43.126,43.138,43.149,43.139,43.13,23,7.5,6,7.5,2,23,9.5,13.5,996.43,323.37,258.73,323.44,86.276,992.43,409.82,582.25,99.643,32.337,25.873,32.344,8.6276,99.243,40.982,58.225,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18600,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19200,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19800,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20400,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21000,3.637,1.2,0.6,1.5,0.337,3.637,1.837,1.8,40.373,39.902,39.924,39.885,39.929,39.966,39.932,39.933,36.37,12,6,15,3.37,36.37,18.37,18,1468.4,478.82,239.55,598.27,134.56,1453.6,733.55,718.8,146.84,47.882,23.955,59.827,13.456,145.36,73.355,71.88,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21600,4.5518,1.5,0.6,1.8,0.6518,4.5518,2.4518,2.1,38.853,38.145,38.184,38.111,38.168,38.237,38.178,38.192,45.518,15,6,18,6.518,45.518,24.518,21,1768.5,572.18,229.1,686,248.78,1740.4,936.04,802.04,176.85,57.218,22.91,68.6,24.878,174.04,93.604,80.204,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22200,4.5518,1.5,0.6,1.8,0.6518,4.5518,2.4518,2.1,38.853,38.145,38.184,38.111,38.168,38.237,38.178,38.192,45.518,15,6,18,6.518,45.518,24.518,21,1768.5,572.18,229.1,686,248.78,1740.4,936.04,802.04,176.85,57.218,22.91,68.6,24.878,174.04,93.604,80.204,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22800,4.5518,1.5,0.6,1.8,0.6518,4.5518,2.4518,2.1,38.853,38.145,38.184,38.111,38.168,38.237,38.178,38.192,45.518,15,6,18,6.518,45.518,24.518,21,1768.5,572.18,229.1,686,248.78,1740.4,936.04,802.04,176.85,57.218,22.91,68.6,24.878,174.04,93.604,80.204,120,126,134,126,134,130,130,130,100,95,95,105,105,100,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
